DDCTransactionId3EC139C445732885108A90B94AC22721_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CF42979D4C189447D5D7398920532C3D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.04.29-10.39.43, Duration=1.314320, RunGuid=RunIDC5DA29D24EE78412931A84991D56E076
DDCTransactionId448799BE4BF17535B5DBFA992D52D11F_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CF42979D4C189447D5D7398920532__FA29B1CED598FE8B243F816407EA6167D0320F6B, StartTime=2016.04.29-10.39.43, HierarchicalDDC=, DataSize=6014, Duration=3.478732, RunGuid=RunIDC5DA29D24EE78412931A84991D56E076
